,topic,model,history,story,sentence,total_sequentiality,contextual_sequentiality,topic_sequentiality,story_type,absolute_sentence_idx,postview_importance,online_importance,Importance_Rater1_PostView,Importance_Rater2_PostView,Importance_Rater3_PostView,Importance_Rater4_PostView,Importance_Rater1_Online,Importance_Rater2_Online,Importance_Rater3_Online,Importance_Rater4_Online,avg_postview_importance,avg_online_importance
4061,A short story about a mountain becoming space debris,allenai/OLMo-2-1124-13B,6,6,12,0.9210379464285714,-42.41287803649902,-64.2464599609375,clairvoyant,101,7.5,8.5,7.0,9.0,7.0,7.0,8.0,9.0,10.0,7.0,7.5,8.5
4062,A short story titled 'The Rock',allenai/OLMo-2-1124-13B,8,6,12,0.9450334821428572,-37.28348445892334,-52.193359375,naive,101,7.5,8.5,7.0,9.0,7.0,7.0,8.0,9.0,10.0,7.0,7.5,8.5
4063,A short story about a mountain becoming space debris,allenai/OLMo-2-1124-13B,8,6,12,0.9559151785714286,-35.505859375,-58.59765625,clairvoyant,101,7.5,8.5,7.0,9.0,7.0,7.0,8.0,9.0,10.0,7.0,7.5,8.5
4064,A short story titled 'The Rock',meta-llama/Llama-3.1-8B-Instruct,2,6,12,0.0491071428571428,-38.177734375,-49.6171875,naive,101,7.5,8.5,7.0,9.0,7.0,7.0,8.0,9.0,10.0,7.0,7.5,8.5
4065,A short story about a mountain becoming space debris,meta-llama/Llama-3.1-8B-Instruct,2,6,12,0.1336495535714285,-43.013702392578125,-50.361297607421875,clairvoyant,101,7.5,8.5,7.0,9.0,7.0,7.0,8.0,9.0,10.0,7.0,7.5,8.5
4066,A short story titled 'The Rock',meta-llama/Llama-3.1-8B-Instruct,4,6,12,0.3830915178571428,-55.1875,-60.55078125,naive,101,7.5,8.5,7.0,9.0,7.0,7.0,8.0,9.0,10.0,7.0,7.5,8.5
4067,A short story about a mountain becoming space debris,meta-llama/Llama-3.1-8B-Instruct,4,6,12,0.4453125,-10.919921875,-20.40625,clairvoyant,101,7.5,8.5,7.0,9.0,7.0,7.0,8.0,9.0,10.0,7.0,7.5,8.5
4068,A short story titled 'The Rock',meta-llama/Llama-3.1-8B-Instruct,6,6,12,0.5426897321428571,-40.2689208984375,-58.623565673828125,naive,101,7.5,8.5,7.0,9.0,7.0,7.0,8.0,9.0,10.0,7.0,7.5,8.5
4069,A short story about a mountain becoming space debris,meta-llama/Llama-3.1-8B-Instruct,6,6,12,0.5262276785714286,-22.521484375,-38.798828125,clairvoyant,101,7.5,8.5,7.0,9.0,7.0,7.0,8.0,9.0,10.0,7.0,7.5,8.5
4070,A short story titled 'The Rock',meta-llama/Llama-3.1-8B-Instruct,8,6,12,0.5968191964285714,-27.09661865234375,-47.8818359375,naive,101,7.5,8.5,7.0,9.0,7.0,7.0,8.0,9.0,10.0,7.0,7.5,8.5
4071,A short story about a mountain becoming space debris,meta-llama/Llama-3.1-8B-Instruct,8,6,12,0.603515625,-30.2498779296875,-43.02685546875,clairvoyant,101,7.5,8.5,7.0,9.0,7.0,7.0,8.0,9.0,10.0,7.0,7.5,8.5
4072,A short story titled 'The Rock',Qwen/Qwen2.5-7B-Instruct,2,6,12,0.0267857142857142,-39.955078125,-58.857421875,naive,101,7.5,8.5,7.0,9.0,7.0,7.0,8.0,9.0,10.0,7.0,7.5,8.5
4073,A short story about a mountain becoming space debris,Qwen/Qwen2.5-7B-Instruct,2,6,12,0.7759486607142857,-68.39453125,-67.53515625,clairvoyant,101,7.5,8.5,7.0,9.0,7.0,7.0,8.0,9.0,10.0,7.0,7.5,8.5
4074,A short story titled 'The Rock',Qwen/Qwen2.5-7B-Instruct,4,6,12,0.4712611607142857,-47.91015625,-63.462890625,naive,101,7.5,8.5,7.0,9.0,7.0,7.0,8.0,9.0,10.0,7.0,7.5,8.5
4075,A short story about a mountain becoming space debris,Qwen/Qwen2.5-7B-Instruct,4,6,12,1.0011160714285714,-38.357421875,-51.861328125,clairvoyant,101,7.5,8.5,7.0,9.0,7.0,7.0,8.0,9.0,10.0,7.0,7.5,8.5
4076,A short story titled 'The Rock',Qwen/Qwen2.5-7B-Instruct,6,6,12,0.5094866071428571,-30.803253173828125,-40.376953125,naive,101,7.5,8.5,7.0,9.0,7.0,7.0,8.0,9.0,10.0,7.0,7.5,8.5
4077,A short story about a mountain becoming space debris,Qwen/Qwen2.5-7B-Instruct,6,6,12,0.9500558035714286,-36.3955078125,-50.56494140625,clairvoyant,101,7.5,8.5,7.0,9.0,7.0,7.0,8.0,9.0,10.0,7.0,7.5,8.5
4078,A short story titled 'The Rock',Qwen/Qwen2.5-7B-Instruct,8,6,12,0.5435267857142857,-34.4293098449707,-57.408203125,naive,101,7.5,8.5,7.0,9.0,7.0,7.0,8.0,9.0,10.0,7.0,7.5,8.5
4079,A short story about a mountain becoming space debris,Qwen/Qwen2.5-7B-Instruct,8,6,12,1.0929129464285714,-44.461198806762695,-71.6923828125,clairvoyant,101,7.5,8.5,7.0,9.0,7.0,7.0,8.0,9.0,10.0,7.0,7.5,8.5
4080,A short story titled 'The Rock',SakanaAI/TinySwallow-1.5B-Instruct,2,6,13,1.0558268229166667,-41.99692058563232,-65.10205078125,naive,102,6.0,7.625,7.0,5.0,4.5,7.5,8.0,8.0,8.0,6.5,6.0,7.625
4081,A short story about a mountain becoming space debris,SakanaAI/TinySwallow-1.5B-Instruct,2,6,13,1.8391927083333333,-33.378507137298584,-49.24871826171875,clairvoyant,102,6.0,7.625,7.0,5.0,4.5,7.5,8.0,8.0,8.0,6.5,6.0,7.625
4082,A short story titled 'The Rock',SakanaAI/TinySwallow-1.5B-Instruct,4,6,13,1.1724446614583333,-37.203125,-50.740234375,naive,102,6.0,7.625,7.0,5.0,4.5,7.5,8.0,8.0,8.0,6.5,6.0,7.625
4083,A short story about a mountain becoming space debris,SakanaAI/TinySwallow-1.5B-Instruct,4,6,13,1.9560546875,-35.744140625,-47.00390625,clairvoyant,102,6.0,7.625,7.0,5.0,4.5,7.5,8.0,8.0,8.0,6.5,6.0,7.625
4084,A short story titled 'The Rock',SakanaAI/TinySwallow-1.5B-Instruct,6,6,13,1.236083984375,-42.20989990234375,-49.61286163330078,naive,102,6.0,7.625,7.0,5.0,4.5,7.5,8.0,8.0,8.0,6.5,6.0,7.625
4085,A short story about a mountain becoming space debris,SakanaAI/TinySwallow-1.5B-Instruct,6,6,13,1.9825303819444444,-55.06640625,-61.30078125,clairvoyant,102,6.0,7.625,7.0,5.0,4.5,7.5,8.0,8.0,8.0,6.5,6.0,7.625
4086,A short story titled 'The Rock',SakanaAI/TinySwallow-1.5B-Instruct,8,6,13,1.3147786458333333,-10.58740234375,-23.578125,naive,102,6.0,7.625,7.0,5.0,4.5,7.5,8.0,8.0,8.0,6.5,6.0,7.625
4087,A short story about a mountain becoming space debris,SakanaAI/TinySwallow-1.5B-Instruct,8,6,13,2.0252821180555554,-38.607421875,-57.92461395263672,clairvoyant,102,6.0,7.625,7.0,5.0,4.5,7.5,8.0,8.0,8.0,6.5,6.0,7.625
4088,A short story titled 'The Rock',openai-community/gpt2-xl,2,6,13,0.7611762152777778,-21.412109375,-36.431640625,naive,102,6.0,7.625,7.0,5.0,4.5,7.5,8.0,8.0,8.0,6.5,6.0,7.625
4089,A short story about a mountain becoming space debris,openai-community/gpt2-xl,2,6,13,1.1395399305555556,-27.499740600585938,-43.287353515625,clairvoyant,102,6.0,7.625,7.0,5.0,4.5,7.5,8.0,8.0,8.0,6.5,6.0,7.625
4090,A short story titled 'The Rock',openai-community/gpt2-xl,4,6,13,0.8703342013888888,-30.4598388671875,-37.73486328125,naive,102,6.0,7.625,7.0,5.0,4.5,7.5,8.0,8.0,8.0,6.5,6.0,7.625
4091,A short story about a mountain becoming space debris,openai-community/gpt2-xl,4,6,13,1.1820746527777777,-35.533203125,-47.88623046875,clairvoyant,102,6.0,7.625,7.0,5.0,4.5,7.5,8.0,8.0,8.0,6.5,6.0,7.625
4092,A short story titled 'The Rock',openai-community/gpt2-xl,6,6,13,0.9476996527777778,-76.8046875,-74.3671875,naive,102,6.0,7.625,7.0,5.0,4.5,7.5,8.0,8.0,8.0,6.5,6.0,7.625
4093,A short story about a mountain becoming space debris,openai-community/gpt2-xl,6,6,13,1.3247612847222223,-47.884765625,-68.19921875,clairvoyant,102,6.0,7.625,7.0,5.0,4.5,7.5,8.0,8.0,8.0,6.5,6.0,7.625
4094,A short story titled 'The Rock',openai-community/gpt2-xl,8,6,13,1.0666232638888888,-38.759765625,-56.3671875,naive,102,6.0,7.625,7.0,5.0,4.5,7.5,8.0,8.0,8.0,6.5,6.0,7.625
4095,A short story about a mountain becoming space debris,openai-community/gpt2-xl,8,6,13,1.3740234375,-33.60423278808594,-50.849609375,clairvoyant,102,6.0,7.625,7.0,5.0,4.5,7.5,8.0,8.0,8.0,6.5,6.0,7.625
4096,A short story titled 'The Rock',allenai/OLMo-2-1124-13B,2,6,13,1.6190321180555556,-35.78515625,-53.5546875,naive,102,6.0,7.625,7.0,5.0,4.5,7.5,8.0,8.0,8.0,6.5,6.0,7.625
4097,A short story about a mountain becoming space debris,allenai/OLMo-2-1124-13B,2,6,13,1.7083875868055556,-35.3741455078125,-57.470703125,clairvoyant,102,6.0,7.625,7.0,5.0,4.5,7.5,8.0,8.0,8.0,6.5,6.0,7.625
4098,A short story titled 'The Rock',allenai/OLMo-2-1124-13B,4,6,13,1.7236328125,-42.8140869140625,-67.8798828125,naive,102,6.0,7.625,7.0,5.0,4.5,7.5,8.0,8.0,8.0,6.5,6.0,7.625
4099,A short story about a mountain becoming space debris,allenai/OLMo-2-1124-13B,4,6,13,1.8799641927083333,-41.76466369628906,-64.2464599609375,clairvoyant,102,6.0,7.625,7.0,5.0,4.5,7.5,8.0,8.0,8.0,6.5,6.0,7.625
4100,A short story titled 'The Rock',allenai/OLMo-2-1124-13B,6,6,13,1.7661675347222223,-35.16503286361694,-52.193359375,naive,102,6.0,7.625,7.0,5.0,4.5,7.5,8.0,8.0,8.0,6.5,6.0,7.625
4101,A short story about a mountain becoming space debris,allenai/OLMo-2-1124-13B,6,6,13,1.8344997829861112,-34.8203125,-58.59765625,clairvoyant,102,6.0,7.625,7.0,5.0,4.5,7.5,8.0,8.0,8.0,6.5,6.0,7.625
4102,A short story titled 'The Rock',allenai/OLMo-2-1124-13B,8,6,13,1.760009765625,-36.77197265625,-49.6171875,naive,102,6.0,7.625,7.0,5.0,4.5,7.5,8.0,8.0,8.0,6.5,6.0,7.625
4103,A short story about a mountain becoming space debris,allenai/OLMo-2-1124-13B,8,6,13,1.8524576822916667,-44.62104797363281,-50.361297607421875,clairvoyant,102,6.0,7.625,7.0,5.0,4.5,7.5,8.0,8.0,8.0,6.5,6.0,7.625
4104,A short story titled 'The Rock',meta-llama/Llama-3.1-8B-Instruct,2,6,13,0.7272677951388888,-52.953125,-60.55078125,naive,102,6.0,7.625,7.0,5.0,4.5,7.5,8.0,8.0,8.0,6.5,6.0,7.625
4105,A short story about a mountain becoming space debris,meta-llama/Llama-3.1-8B-Instruct,2,6,13,1.0755750868055556,-11.11865234375,-20.40625,clairvoyant,102,6.0,7.625,7.0,5.0,4.5,7.5,8.0,8.0,8.0,6.5,6.0,7.625
4106,A short story titled 'The Rock',meta-llama/Llama-3.1-8B-Instruct,4,6,13,1.0540364583333333,-39.0560302734375,-58.623565673828125,naive,102,6.0,7.625,7.0,5.0,4.5,7.5,8.0,8.0,8.0,6.5,6.0,7.625
4107,A short story about a mountain becoming space debris,meta-llama/Llama-3.1-8B-Instruct,4,6,13,1.4434136284722223,-20.8427734375,-38.798828125,clairvoyant,102,6.0,7.625,7.0,5.0,4.5,7.5,8.0,8.0,8.0,6.5,6.0,7.625
4108,A short story titled 'The Rock',meta-llama/Llama-3.1-8B-Instruct,6,6,13,1.0319552951388888,-27.309890747070312,-47.8818359375,naive,102,6.0,7.625,7.0,5.0,4.5,7.5,8.0,8.0,8.0,6.5,6.0,7.625
4109,A short story about a mountain becoming space debris,meta-llama/Llama-3.1-8B-Instruct,6,6,13,1.3693033854166667,-31.569580078125,-43.02685546875,clairvoyant,102,6.0,7.625,7.0,5.0,4.5,7.5,8.0,8.0,8.0,6.5,6.0,7.625
4110,A short story titled 'The Rock',meta-llama/Llama-3.1-8B-Instruct,8,6,13,1.0847439236111112,-44.302734375,-58.857421875,naive,102,6.0,7.625,7.0,5.0,4.5,7.5,8.0,8.0,8.0,6.5,6.0,7.625
4111,A short story about a mountain becoming space debris,meta-llama/Llama-3.1-8B-Instruct,8,6,13,1.4140625,-68.39453125,-67.53515625,clairvoyant,102,6.0,7.625,7.0,5.0,4.5,7.5,8.0,8.0,8.0,6.5,6.0,7.625
4112,A short story titled 'The Rock',Qwen/Qwen2.5-7B-Instruct,2,6,13,0.9904242621527778,-47.91015625,-63.462890625,naive,102,6.0,7.625,7.0,5.0,4.5,7.5,8.0,8.0,8.0,6.5,6.0,7.625
4113,A short story about a mountain becoming space debris,Qwen/Qwen2.5-7B-Instruct,2,6,13,1.1981336805555556,-38.357421875,-51.861328125,clairvoyant,102,6.0,7.625,7.0,5.0,4.5,7.5,8.0,8.0,8.0,6.5,6.0,7.625
4114,A short story titled 'The Rock',Qwen/Qwen2.5-7B-Instruct,4,6,13,1.1239420572916667,-30.803253173828125,-40.376953125,naive,102,6.0,7.625,7.0,5.0,4.5,7.5,8.0,8.0,8.0,6.5,6.0,7.625
4115,A short story about a mountain becoming space debris,Qwen/Qwen2.5-7B-Instruct,4,6,13,1.4324544270833333,-36.3955078125,-50.56494140625,clairvoyant,102,6.0,7.625,7.0,5.0,4.5,7.5,8.0,8.0,8.0,6.5,6.0,7.625
4116,A short story titled 'The Rock',Qwen/Qwen2.5-7B-Instruct,6,6,13,1.1960720486111112,-33.98612976074219,-57.408203125,naive,102,6.0,7.625,7.0,5.0,4.5,7.5,8.0,8.0,8.0,6.5,6.0,7.625
4117,A short story about a mountain becoming space debris,Qwen/Qwen2.5-7B-Instruct,6,6,13,1.469970703125,-42.877830505371094,-71.6923828125,clairvoyant,102,6.0,7.625,7.0,5.0,4.5,7.5,8.0,8.0,8.0,6.5,6.0,7.625
4118,A short story titled 'The Rock',Qwen/Qwen2.5-7B-Instruct,8,6,13,1.1921115451388888,-42.82050085067749,-65.10205078125,naive,102,6.0,7.625,7.0,5.0,4.5,7.5,8.0,8.0,8.0,6.5,6.0,7.625
4119,A short story about a mountain becoming space debris,Qwen/Qwen2.5-7B-Instruct,8,6,13,1.5233289930555556,-32.933183908462524,-49.24871826171875,clairvoyant,102,6.0,7.625,7.0,5.0,4.5,7.5,8.0,8.0,8.0,6.5,6.0,7.625
4120,A short story titled 'The Rock',SakanaAI/TinySwallow-1.5B-Instruct,2,6,14,0.8694860935211182,-35.392578125,-50.740234375,naive,103,6.625,6.3125,7.0,6.5,5.5,7.5,6.5,7.5,6.0,5.25,6.625,6.3125
4121,A short story about a mountain becoming space debris,SakanaAI/TinySwallow-1.5B-Instruct,2,6,14,0.6300283074378967,-35.28564453125,-47.00390625,clairvoyant,103,6.625,6.3125,7.0,6.5,5.5,7.5,6.5,7.5,6.0,5.25,6.625,6.3125
4122,A short story titled 'The Rock',SakanaAI/TinySwallow-1.5B-Instruct,4,6,14,1.1986502408981323,-43.25941467285156,-49.61286163330078,naive,103,6.625,6.3125,7.0,6.5,5.5,7.5,6.5,7.5,6.0,5.25,6.625,6.3125
4123,A short story about a mountain becoming space debris,SakanaAI/TinySwallow-1.5B-Instruct,4,6,14,1.0586192905902865,-53.93359375,-61.30078125,clairvoyant,103,6.625,6.3125,7.0,6.5,5.5,7.5,6.5,7.5,6.0,5.25,6.625,6.3125
4124,A short story titled 'The Rock',SakanaAI/TinySwallow-1.5B-Instruct,6,6,14,1.224958062171936,-11.25439453125,-23.578125,naive,103,6.625,6.3125,7.0,6.5,5.5,7.5,6.5,7.5,6.0,5.25,6.625,6.3125
4125,A short story about a mountain becoming space debris,SakanaAI/TinySwallow-1.5B-Instruct,6,6,14,0.9990493953227996,-40.42724609375,-57.92461395263672,clairvoyant,103,6.625,6.3125,7.0,6.5,5.5,7.5,6.5,7.5,6.0,5.25,6.625,6.3125
4126,A short story titled 'The Rock',SakanaAI/TinySwallow-1.5B-Instruct,8,6,14,1.3273755460977554,-20.0029296875,-36.431640625,naive,103,6.625,6.3125,7.0,6.5,5.5,7.5,6.5,7.5,6.0,5.25,6.625,6.3125
4127,A short story about a mountain becoming space debris,SakanaAI/TinySwallow-1.5B-Instruct,8,6,14,1.1551771759986875,-27.181556701660156,-43.287353515625,clairvoyant,103,6.625,6.3125,7.0,6.5,5.5,7.5,6.5,7.5,6.0,5.25,6.625,6.3125
4128,A short story titled 'The Rock',openai-community/gpt2-xl,2,6,14,0.6418676376342773,-31.66156005859375,-37.73486328125,naive,103,6.625,6.3125,7.0,6.5,5.5,7.5,6.5,7.5,6.0,5.25,6.625,6.3125
4129,A short story about a mountain becoming space debris,openai-community/gpt2-xl,2,6,14,0.8328688144683838,-37.8994140625,-47.88623046875,clairvoyant,103,6.625,6.3125,7.0,6.5,5.5,7.5,6.5,7.5,6.0,5.25,6.625,6.3125
4130,A short story titled 'The Rock',openai-community/gpt2-xl,4,6,14,0.9432291984558104,-76.8046875,-74.3671875,naive,103,6.625,6.3125,7.0,6.5,5.5,7.5,6.5,7.5,6.0,5.25,6.625,6.3125
4131,A short story about a mountain becoming space debris,openai-community/gpt2-xl,4,6,14,1.1107292175292969,-47.884765625,-68.19921875,clairvoyant,103,6.625,6.3125,7.0,6.5,5.5,7.5,6.5,7.5,6.0,5.25,6.625,6.3125
4132,A short story titled 'The Rock',openai-community/gpt2-xl,6,6,14,1.020956039428711,-38.759765625,-56.3671875,naive,103,6.625,6.3125,7.0,6.5,5.5,7.5,6.5,7.5,6.0,5.25,6.625,6.3125
4133,A short story about a mountain becoming space debris,openai-community/gpt2-xl,6,6,14,1.1551189422607422,-33.60423278808594,-50.849609375,clairvoyant,103,6.625,6.3125,7.0,6.5,5.5,7.5,6.5,7.5,6.0,5.25,6.625,6.3125
4134,A short story titled 'The Rock',openai-community/gpt2-xl,8,6,14,1.0396966934204102,-35.78515625,-53.5546875,naive,103,6.625,6.3125,7.0,6.5,5.5,7.5,6.5,7.5,6.0,5.25,6.625,6.3125
4135,A short story about a mountain becoming space debris,openai-community/gpt2-xl,8,6,14,1.1753826141357422,-35.3741455078125,-57.470703125,clairvoyant,103,6.625,6.3125,7.0,6.5,5.5,7.5,6.5,7.5,6.0,5.25,6.625,6.3125
4136,A short story titled 'The Rock',allenai/OLMo-2-1124-13B,2,6,14,0.803746223449707,-42.8140869140625,-67.8798828125,naive,103,6.625,6.3125,7.0,6.5,5.5,7.5,6.5,7.5,6.0,5.25,6.625,6.3125
4137,A short story about a mountain becoming space debris,allenai/OLMo-2-1124-13B,2,6,14,0.9416977167129515,-41.31554985046387,-64.2464599609375,clairvoyant,103,6.625,6.3125,7.0,6.5,5.5,7.5,6.5,7.5,6.0,5.25,6.625,6.3125
4138,A short story titled 'The Rock',allenai/OLMo-2-1124-13B,4,6,14,1.525328516960144,-34.54552364349365,-52.193359375,naive,103,6.625,6.3125,7.0,6.5,5.5,7.5,6.5,7.5,6.0,5.25,6.625,6.3125
4139,A short story about a mountain becoming space debris,allenai/OLMo-2-1124-13B,4,6,14,1.4441363215446472,-30.9609375,-58.59765625,clairvoyant,103,6.625,6.3125,7.0,6.5,5.5,7.5,6.5,7.5,6.0,5.25,6.625,6.3125
4140,A short story titled 'The Rock',allenai/OLMo-2-1124-13B,6,6,14,1.6967169642448423,-36.06201171875,-49.6171875,naive,103,6.625,6.3125,7.0,6.5,5.5,7.5,6.5,7.5,6.0,5.25,6.625,6.3125
4141,A short story about a mountain becoming space debris,allenai/OLMo-2-1124-13B,6,6,14,1.5746354460716248,-45.19923400878906,-50.361297607421875,clairvoyant,103,6.625,6.3125,7.0,6.5,5.5,7.5,6.5,7.5,6.0,5.25,6.625,6.3125
4142,A short story titled 'The Rock',allenai/OLMo-2-1124-13B,8,6,14,1.645439386367798,-52.1953125,-60.55078125,naive,103,6.625,6.3125,7.0,6.5,5.5,7.5,6.5,7.5,6.0,5.25,6.625,6.3125
4143,A short story about a mountain becoming space debris,allenai/OLMo-2-1124-13B,8,6,14,1.5769442319869995,-10.6435546875,-20.40625,clairvoyant,103,6.625,6.3125,7.0,6.5,5.5,7.5,6.5,7.5,6.0,5.25,6.625,6.3125
4144,A short story titled 'The Rock',meta-llama/Llama-3.1-8B-Instruct,2,6,14,0.7192859649658203,-39.5458984375,-58.623565673828125,naive,103,6.625,6.3125,7.0,6.5,5.5,7.5,6.5,7.5,6.0,5.25,6.625,6.3125
4145,A short story about a mountain becoming space debris,meta-llama/Llama-3.1-8B-Instruct,2,6,14,0.6898684501647949,-21.5302734375,-38.798828125,clairvoyant,103,6.625,6.3125,7.0,6.5,5.5,7.5,6.5,7.5,6.0,5.25,6.625,6.3125
4146,A short story titled 'The Rock',meta-llama/Llama-3.1-8B-Instruct,4,6,14,1.147165298461914,-26.934600830078125,-47.8818359375,naive,103,6.625,6.3125,7.0,6.5,5.5,7.5,6.5,7.5,6.0,5.25,6.625,6.3125
4147,A short story about a mountain becoming space debris,meta-llama/Llama-3.1-8B-Instruct,4,6,14,1.207324504852295,-31.4873046875,-43.02685546875,clairvoyant,103,6.625,6.3125,7.0,6.5,5.5,7.5,6.5,7.5,6.0,5.25,6.625,6.3125
4148,A short story titled 'The Rock',meta-llama/Llama-3.1-8B-Instruct,6,6,14,1.222970962524414,-42.11865234375,-58.857421875,naive,103,6.625,6.3125,7.0,6.5,5.5,7.5,6.5,7.5,6.0,5.25,6.625,6.3125
4149,A short story about a mountain becoming space debris,meta-llama/Llama-3.1-8B-Instruct,6,6,14,1.09358549118042,-68.39453125,-67.53515625,clairvoyant,103,6.625,6.3125,7.0,6.5,5.5,7.5,6.5,7.5,6.0,5.25,6.625,6.3125
4150,A short story titled 'The Rock',meta-llama/Llama-3.1-8B-Instruct,8,6,14,1.1923542022705078,-47.91015625,-63.462890625,naive,103,6.625,6.3125,7.0,6.5,5.5,7.5,6.5,7.5,6.0,5.25,6.625,6.3125
4151,A short story about a mountain becoming space debris,meta-llama/Llama-3.1-8B-Instruct,8,6,14,1.099170207977295,-38.357421875,-51.861328125,clairvoyant,103,6.625,6.3125,7.0,6.5,5.5,7.5,6.5,7.5,6.0,5.25,6.625,6.3125
4152,A short story titled 'The Rock',Qwen/Qwen2.5-7B-Instruct,2,6,14,1.1507607474923134,-30.803253173828125,-40.376953125,naive,103,6.625,6.3125,7.0,6.5,5.5,7.5,6.5,7.5,6.0,5.25,6.625,6.3125
4153,A short story about a mountain becoming space debris,Qwen/Qwen2.5-7B-Instruct,2,6,14,1.1203613728284836,-36.3955078125,-50.56494140625,clairvoyant,103,6.625,6.3125,7.0,6.5,5.5,7.5,6.5,7.5,6.0,5.25,6.625,6.3125
4154,A short story titled 'The Rock',Qwen/Qwen2.5-7B-Instruct,4,6,14,1.340458244085312,-33.98612976074219,-57.408203125,naive,103,6.625,6.3125,7.0,6.5,5.5,7.5,6.5,7.5,6.0,5.25,6.625,6.3125
4155,A short story about a mountain becoming space debris,Qwen/Qwen2.5-7B-Instruct,4,6,14,1.3359371423721311,-42.877830505371094,-71.6923828125,clairvoyant,103,6.625,6.3125,7.0,6.5,5.5,7.5,6.5,7.5,6.0,5.25,6.625,6.3125
4156,A short story titled 'The Rock',Qwen/Qwen2.5-7B-Instruct,6,6,14,1.4036910161376,-41.54639625549317,-65.10205078125,naive,103,6.625,6.3125,7.0,6.5,5.5,7.5,6.5,7.5,6.0,5.25,6.625,6.3125
4157,A short story about a mountain becoming space debris,Qwen/Qwen2.5-7B-Instruct,6,6,14,1.5001216232776642,-32.2861704826355,-49.24871826171875,clairvoyant,103,6.625,6.3125,7.0,6.5,5.5,7.5,6.5,7.5,6.0,5.25,6.625,6.3125
4158,A short story titled 'The Rock',Qwen/Qwen2.5-7B-Instruct,8,6,14,1.4611861556768415,-32.90234375,-50.740234375,naive,103,6.625,6.3125,7.0,6.5,5.5,7.5,6.5,7.5,6.0,5.25,6.625,6.3125
4159,A short story about a mountain becoming space debris,Qwen/Qwen2.5-7B-Instruct,8,6,14,1.4724114388227465,-34.7001953125,-47.00390625,clairvoyant,103,6.625,6.3125,7.0,6.5,5.5,7.5,6.5,7.5,6.0,5.25,6.625,6.3125
4160,A short story titled 'The Rock',SakanaAI/TinySwallow-1.5B-Instruct,2,6,15,1.3513997395833333,-44.0595703125,-49.61286163330078,naive,104,7.1,7.75,7.0,8.2,6.4,6.8,7.8,8.6,9.4,5.2,7.1,7.75
4161,A short story about a mountain becoming space debris,SakanaAI/TinySwallow-1.5B-Instruct,2,6,15,0.8436686197916666,-52.8515625,-61.30078125,clairvoyant,104,7.1,7.75,7.0,8.2,6.4,6.8,7.8,8.6,9.4,5.2,7.1,7.75
4162,A short story titled 'The Rock',SakanaAI/TinySwallow-1.5B-Instruct,4,6,15,1.6141764322916667,-10.8515625,-23.578125,naive,104,7.1,7.75,7.0,8.2,6.4,6.8,7.8,8.6,9.4,5.2,7.1,7.75
4163,A short story about a mountain becoming space debris,SakanaAI/TinySwallow-1.5B-Instruct,4,6,15,1.137939453125,-40.337890625,-57.92461395263672,clairvoyant,104,7.1,7.75,7.0,8.2,6.4,6.8,7.8,8.6,9.4,5.2,7.1,7.75
4164,A short story titled 'The Rock',SakanaAI/TinySwallow-1.5B-Instruct,6,6,15,1.7295735677083333,-20.1435546875,-36.431640625,naive,104,7.1,7.75,7.0,8.2,6.4,6.8,7.8,8.6,9.4,5.2,7.1,7.75
4165,A short story about a mountain becoming space debris,SakanaAI/TinySwallow-1.5B-Instruct,6,6,15,1.221435546875,-21.558326721191406,-43.287353515625,clairvoyant,104,7.1,7.75,7.0,8.2,6.4,6.8,7.8,8.6,9.4,5.2,7.1,7.75
4166,A short story titled 'The Rock',SakanaAI/TinySwallow-1.5B-Instruct,8,6,15,1.7937418619791667,-31.00830078125,-37.73486328125,naive,104,7.1,7.75,7.0,8.2,6.4,6.8,7.8,8.6,9.4,5.2,7.1,7.75
4167,A short story about a mountain becoming space debris,SakanaAI/TinySwallow-1.5B-Instruct,8,6,15,1.3006998697916667,-38.599609375,-47.88623046875,clairvoyant,104,7.1,7.75,7.0,8.2,6.4,6.8,7.8,8.6,9.4,5.2,7.1,7.75
4168,A short story titled 'The Rock',openai-community/gpt2-xl,2,6,15,0.6194254557291666,-72.015625,-72.01171875,naive,104,7.1,7.75,7.0,8.2,6.4,6.8,7.8,8.6,9.4,5.2,7.1,7.75
4169,A short story about a mountain becoming space debris,openai-community/gpt2-xl,2,6,15,0.896484375,-44.943359375,-67.6904296875,clairvoyant,104,7.1,7.75,7.0,8.2,6.4,6.8,7.8,8.6,9.4,5.2,7.1,7.75
4170,A short story titled 'The Rock',openai-community/gpt2-xl,4,6,15,0.7521158854166666,-35.37109375,-60.63671875,naive,104,7.1,7.75,7.0,8.2,6.4,6.8,7.8,8.6,9.4,5.2,7.1,7.75
4171,A short story about a mountain becoming space debris,openai-community/gpt2-xl,4,6,15,0.9859619140625,-29.47280216217041,-47.67578125,clairvoyant,104,7.1,7.75,7.0,8.2,6.4,6.8,7.8,8.6,9.4,5.2,7.1,7.75
4172,A short story titled 'The Rock',openai-community/gpt2-xl,6,6,15,0.8597819010416666,-31.22998046875,-47.96826171875,naive,104,7.1,7.75,7.0,8.2,6.4,6.8,7.8,8.6,9.4,5.2,7.1,7.75
4173,A short story about a mountain becoming space debris,openai-community/gpt2-xl,6,6,15,1.0743815104166667,-34.903839111328125,-49.40234375,clairvoyant,104,7.1,7.75,7.0,8.2,6.4,6.8,7.8,8.6,9.4,5.2,7.1,7.75
